TAIRID	Tissue_specificity
AT3G45290	leaf.rosette
AT3G45640	leaf.rosette
AT3G45860	leaf.rosette
AT3G46600	leaf.rosette
AT3G46630	leaf.rosette
AT3G47430	leaf.rosette
AT3G47500	leaf.rosette
AT3G48740	leaf.rosette
AT3G48990	leaf.rosette
AT3G49790	leaf.rosette
AT3G50270	leaf.rosette
AT3G50770	leaf.rosette
AT3G50790	leaf.rosette
AT3G51840	leaf.rosette
AT3G55040	leaf.rosette
AT3G55250	leaf.rosette
AT3G55330	leaf.rosette
AT3G55630	leaf.rosette
AT3G56140	leaf.rosette
AT3G59940	leaf.rosette
AT3G60190	leaf.rosette
AT3G60290	leaf.rosette
AT3G61260	leaf.rosette
AT3G62820	leaf.rosette
AT3G62950	leaf.rosette
AT4G01720	leaf.rosette
AT4G02075	leaf.rosette
AT4G02410	leaf.rosette
AT4G02530	leaf.rosette
AT4G04040	leaf.rosette
AT4G04840	leaf.rosette
AT4G08920	leaf.rosette
AT4G12300	leaf.rosette
AT4G12830	leaf.rosette
AT4G13550	leaf.rosette
AT4G14020	leaf.rosette
AT4G14910	leaf.rosette
AT4G15490	leaf.rosette
AT4G15680	leaf.rosette
AT4G15690	leaf.rosette
AT4G16990	leaf.rosette
AT4G17230	leaf.rosette
AT4G17245	leaf.rosette
AT4G17500	leaf.rosette
AT4G17810	leaf.rosette
AT4G17840	leaf.rosette
AT4G18950	leaf.rosette
AT4G22190	leaf.rosette
AT4G22220	leaf.rosette
AT4G25620	leaf.rosette
AT4G25910	leaf.rosette
AT4G27600	leaf.rosette
AT4G27657	leaf.rosette
AT4G27700	leaf.rosette
AT4G28080	leaf.rosette
AT4G28750	leaf.rosette
AT4G31310	leaf.rosette
AT4G32020	leaf.rosette
AT4G32590	leaf.rosette
AT4G33666	leaf.rosette
AT4G34000	leaf.rosette
AT4G34240	leaf.rosette
AT4G34460	leaf.rosette
AT4G34830	leaf.rosette
AT4G35770	leaf.rosette
AT4G36030	leaf.rosette
AT4G36390	leaf.rosette
AT4G36550	leaf.rosette
AT4G37290	leaf.rosette
AT4G37800	leaf.rosette
AT4G38860	leaf.rosette
AT4G39070	leaf.rosette
AT4G39770	leaf.rosette
AT4G39830	leaf.rosette
AT5G02710	leaf.rosette
AT5G02760	leaf.rosette
AT5G03555	leaf.rosette
AT5G04340	leaf.rosette
AT5G04490	leaf.rosette
AT5G05690	leaf.rosette
AT5G08650	leaf.rosette
AT5G10250	leaf.rosette
AT5G10750	leaf.rosette
AT5G13190	leaf.rosette
AT5G13320	leaf.rosette
AT5G14260	leaf.rosette
AT5G14760	leaf.rosette
AT5G14910	leaf.rosette
AT5G15850	leaf.rosette
AT5G17230	leaf.rosette
AT5G18140	leaf.rosette
AT5G18240	leaf.rosette
AT5G19220	leaf.rosette
AT5G19500	leaf.rosette
AT5G20250	leaf.rosette
AT5G20935	leaf.rosette
AT5G22270	leaf.rosette
AT5G22380	leaf.rosette
AT5G22620	leaf.rosette
AT5G24160	leaf.rosette
AT5G25840	leaf.rosette
AT5G27280	leaf.rosette
AT5G28770	leaf.rosette
AT5G33280	leaf.rosette
AT5G36170	leaf.rosette
AT5G36220	leaf.rosette
AT5G37070	leaf.rosette
AT5G39670	leaf.rosette
AT5G40390	leaf.rosette
AT5G42050	leaf.rosette
AT5G43750	leaf.rosette
AT5G43850	leaf.rosette
AT5G44070	leaf.rosette
AT5G44870	leaf.rosette
AT5G45250	leaf.rosette
AT5G45820	leaf.rosette
AT5G46450	leaf.rosette
AT5G46470	leaf.rosette
AT5G47560	leaf.rosette
AT5G47840	leaf.rosette
AT5G49520	leaf.rosette
AT5G49760	leaf.rosette
AT5G51010	leaf.rosette
AT5G52190	leaf.rosette
AT5G52900	leaf.rosette
AT5G53050	leaf.rosette
AT5G54250	leaf.rosette
AT5G54470	leaf.rosette
AT5G56140	leaf.rosette
AT5G56860	leaf.rosette
AT5G57220	leaf.rosette
AT5G57550	leaf.rosette
AT5G57960	leaf.rosette
AT5G58330	leaf.rosette
AT5G58720	leaf.rosette
AT5G59820	leaf.rosette
AT5G59960	leaf.rosette
AT5G60600	leaf.rosette
AT5G62900	leaf.rosette
AT5G63130	leaf.rosette
AT5G64840	leaf.rosette
AT5G65840	leaf.rosette
AT5G66490	leaf.rosette
AT5G67080	leaf.rosette
AT5G67370	leaf.rosette
AT1G01470	micropylar.endosperm
AT1G01570	micropylar.endosperm
AT1G02550	micropylar.endosperm
AT1G02820	micropylar.endosperm
AT1G03470	micropylar.endosperm
AT1G04645	micropylar.endosperm
AT1G05450	micropylar.endosperm
AT1G06020	micropylar.endosperm
AT1G09080	micropylar.endosperm
AT1G09370	micropylar.endosperm
AT1G09380	micropylar.endosperm
AT1G09550	micropylar.endosperm
AT1G10360	micropylar.endosperm
AT1G13680	micropylar.endosperm
AT1G14730	micropylar.endosperm
AT1G15960	micropylar.endosperm
AT1G17800	micropylar.endosperm
AT1G18520	micropylar.endosperm
AT1G19160	micropylar.endosperm
AT1G21850	micropylar.endosperm
AT1G22015	micropylar.endosperm
AT1G22210	micropylar.endosperm
AT1G27120	micropylar.endosperm
AT1G28327	micropylar.endosperm
AT1G29600	micropylar.endosperm
AT1G29610	micropylar.endosperm
AT1G32540	micropylar.endosperm
AT1G33055	micropylar.endosperm
AT1G34170	micropylar.endosperm
AT1G34310	micropylar.endosperm
AT1G34410	micropylar.endosperm
AT1G36000	micropylar.endosperm
AT1G43970	micropylar.endosperm
AT1G44130	micropylar.endosperm
AT1G44830	micropylar.endosperm
AT1G47980	micropylar.endosperm
AT1G54450	micropylar.endosperm
AT1G55600	micropylar.endosperm
AT1G56620	micropylar.endosperm
AT1G62340	micropylar.endosperm
AT1G64830	micropylar.endosperm
AT1G65500	micropylar.endosperm
AT1G71250	micropylar.endosperm
AT1G72280	micropylar.endosperm
AT1G74890	micropylar.endosperm
AT1G74990	micropylar.endosperm
AT1G75250	micropylar.endosperm
AT1G78060	micropylar.endosperm
AT1G78460	micropylar.endosperm
AT1G79330	micropylar.endosperm
AT1G79760	micropylar.endosperm
AT1G80820	micropylar.endosperm
AT2G02515	micropylar.endosperm
AT2G06090	micropylar.endosperm
AT2G12900	micropylar.endosperm
AT2G15660	micropylar.endosperm
AT2G17090	micropylar.endosperm
AT2G19150	micropylar.endosperm
AT2G19500	micropylar.endosperm
AT2G19510	micropylar.endosperm
AT2G23250	micropylar.endosperm
AT2G23400	micropylar.endosperm
AT2G23410	micropylar.endosperm
AT2G27320	micropylar.endosperm
AT2G29330	micropylar.endosperm
AT2G29340	micropylar.endosperm
AT2G30090	micropylar.endosperm
AT2G32360	micropylar.endosperm
AT2G32770	micropylar.endosperm
AT2G33130	micropylar.endosperm
AT2G33880	micropylar.endosperm
AT2G34315	micropylar.endosperm
AT2G34990	micropylar.endosperm
AT2G35890	micropylar.endosperm
AT2G36870	micropylar.endosperm
AT2G36890	micropylar.endosperm
AT2G37720	micropylar.endosperm
AT2G38870	micropylar.endosperm
AT2G39690	micropylar.endosperm
AT2G39700	micropylar.endosperm
AT2G40180	micropylar.endosperm
AT2G40210	micropylar.endosperm
AT2G41451	micropylar.endosperm
AT2G41510	micropylar.endosperm
AT2G41640	micropylar.endosperm
AT2G42430	micropylar.endosperm
AT2G43870	micropylar.endosperm
AT3G04100	micropylar.endosperm
AT3G10890	micropylar.endosperm
AT3G12190	micropylar.endosperm
AT3G12203	micropylar.endosperm
AT3G14620	micropylar.endosperm
AT3G14630	micropylar.endosperm
AT3G16110	micropylar.endosperm
AT3G16175	micropylar.endosperm
AT3G16960	micropylar.endosperm
AT3G16970	micropylar.endosperm
AT3G17140	micropylar.endosperm
AT3G17230	micropylar.endosperm
AT3G19700	micropylar.endosperm
AT3G22460	micropylar.endosperm
AT3G22540	micropylar.endosperm
AT3G26910	micropylar.endosperm
AT3G27785	micropylar.endosperm
AT3G29570	micropylar.endosperm
AT3G30720	micropylar.endosperm
AT3G45670	micropylar.endosperm
AT3G46370	micropylar.endosperm
AT3G46680	micropylar.endosperm
AT3G54260	micropylar.endosperm
AT3G57270	micropylar.endosperm
AT4G02300	micropylar.endosperm
AT4G05250	micropylar.endosperm
AT4G09940	micropylar.endosperm
AT4G10210	micropylar.endosperm
AT4G13090	micropylar.endosperm
AT4G15910	micropylar.endosperm
AT4G18170	micropylar.endosperm
AT4G18180	micropylar.endosperm
AT4G20050	micropylar.endosperm
AT4G20800	micropylar.endosperm
AT4G21390	micropylar.endosperm
AT4G22100	micropylar.endosperm
AT4G23080	micropylar.endosperm
AT4G23090	micropylar.endosperm
AT4G23700	micropylar.endosperm
AT4G26830	micropylar.endosperm
AT4G26920	micropylar.endosperm
AT4G28700	micropylar.endosperm
AT4G28703	micropylar.endosperm
AT4G29050	micropylar.endosperm
AT4G29230	micropylar.endosperm
AT4G29285	micropylar.endosperm
AT4G29370	micropylar.endosperm
AT4G30050	micropylar.endosperm
AT4G30070	micropylar.endosperm
AT4G30380	micropylar.endosperm
AT4G31610	micropylar.endosperm
AT4G32105	micropylar.endosperm
AT4G34580	micropylar.endosperm
AT4G35560	micropylar.endosperm
AT4G39650	micropylar.endosperm
AT4G40020	micropylar.endosperm
AT5G06500	micropylar.endosperm
AT5G07820	micropylar.endosperm
AT5G08000	micropylar.endosperm
AT5G09730	micropylar.endosperm
AT5G14070	micropylar.endosperm
AT5G14860	micropylar.endosperm
AT5G15050	micropylar.endosperm
AT5G19270	micropylar.endosperm
AT5G19280	micropylar.endosperm
AT5G19880	micropylar.endosperm
AT5G23580	micropylar.endosperm
AT5G25415	micropylar.endosperm
AT5G35630	micropylar.endosperm
AT5G35900	micropylar.endosperm
AT5G38780	micropylar.endosperm
AT5G38900	micropylar.endosperm
AT5G38980	micropylar.endosperm
AT5G39040	micropylar.endosperm
AT5G39260	micropylar.endosperm
AT5G39440	micropylar.endosperm
AT5G39700	micropylar.endosperm
AT5G40680	micropylar.endosperm
AT5G42640	micropylar.endosperm
AT5G43000	micropylar.endosperm
AT5G45840	micropylar.endosperm
AT5G46350	micropylar.endosperm
AT5G53870	micropylar.endosperm
AT5G54070	micropylar.endosperm
AT5G54220	micropylar.endosperm
AT5G56480	micropylar.endosperm
AT5G56490	micropylar.endosperm
AT5G57260	micropylar.endosperm
AT5G59190	micropylar.endosperm
AT5G59810	micropylar.endosperm
AT5G61250	micropylar.endosperm
AT5G61470	micropylar.endosperm
AT5G62350	micropylar.endosperm
AT5G63650	micropylar.endosperm
AT5G63800	micropylar.endosperm
AT5G64890	micropylar.endosperm
AT5G64900	micropylar.endosperm
AT1G01050	root
AT1G01190	root
AT1G01380	root
AT1G02360	root
AT1G02810	root
AT1G02870	root
AT1G04340	root
AT1G05810	root
AT1G06620	root
AT1G06930	root
AT1G08090	root
AT1G08670	root
AT1G09210	root
AT1G09740	root
AT1G10530	root
AT1G10550	root
AT1G10900	root
AT1G11670	root
AT1G11680	root
AT1G12000	root
AT1G12160	root
AT1G12560	root
AT1G14240	root
AT1G14550	root
AT1G14780	root
AT1G14960	root
AT1G16560	root
AT1G16920	root
AT1G17170	root
AT1G17180	root
AT1G17890	root
AT1G18860	root
AT1G18910	root
AT1G18970	root
AT1G19360	root
AT1G19530	root
AT1G20050	root
AT1G20430	root
AT1G20780	root
AT1G20860	root
AT1G21230	root
AT1G21440	root
AT1G21720	root
AT1G22770	root
AT1G23030	root
AT1G23760	root
AT1G24430	root
AT1G25580	root
AT1G26640	root
AT1G26910	root
AT1G27030	root
AT1G27310	root
AT1G27450	root
AT1G27620	root
AT1G30650	root
AT1G30700	root
AT1G30750	root
AT1G30870	root
AT1G31050	root
AT1G32210	root
AT1G32690	root
AT1G33670	root
AT1G33750	root
AT1G34540	root
AT1G34670	root
AT1G35250	root
AT1G35260	root
AT1G36640	root
AT1G43800	root
AT1G44170	root
AT1G44800	root
AT1G47480	root
AT1G47620	root
AT1G48510	root
AT1G48630	root
AT1G48800	root
AT1G50060	root
AT1G50090	root
AT1G50560	root
AT1G50580	root
AT1G51420	root
AT1G51920	root
AT1G52050	root
AT1G52070	root
AT1G52420	root
AT1G52930	root
AT1G53180	root
AT1G53240	root
AT1G53990	root
AT1G54030	root
AT1G54120	root
AT1G54540	root
AT1G54690	root
AT1G54970	root
AT1G56320	root
AT1G57560	root
AT1G58270	root
AT1G59960	root
AT1G60660	root
AT1G61590	root
AT1G61770	root
AT1G62660	root
AT1G62980	root
AT1G63010	root
AT1G63050	root
AT1G63450	root
AT1G64480	root
AT1G64530	root
AT1G64640	root
AT1G64910	root
AT1G64920	root
AT1G65570	root
AT1G65610	root
AT1G66400	root
AT1G66930	root
AT1G67110	root
AT1G67330	root
AT1G68000	root
AT1G68150	root
AT1G68560	root
AT1G68650	root
AT1G68680	root
AT1G68760	root
AT1G68850	root
AT1G68880	root
AT1G68940	root
AT1G69240	root
AT1G70310	root
AT1G70990	root
AT1G71692	root
AT1G71730	root
AT1G71740	root
AT1G72140	root
AT1G72200	root
AT1G72360	root
AT1G72750	root
AT1G73160	root
AT1G73230	root
AT1G73250	root
AT1G73330	root
AT1G73340	root
AT1G74030	root
AT1G74270	root
AT1G74460	root
AT1G74500	root
AT1G74590	root
AT1G74660	root
AT1G75270	root
AT1G76090	root
AT1G77120	root
AT1G78310	root
AT1G78560	root
AT1G78990	root
AT1G79210	root
AT1G79310	root
AT1G79320	root
AT1G80240	root
AT1G80690	root
AT1G80950	root
AT2G01300	root
AT2G01900	root
AT2G03720	root
AT2G15000	root
AT2G15310	root
AT2G16230	root
AT2G16750	root
AT2G17080	root
AT2G17265	root
AT2G17440	root
AT2G17500	root
AT2G17560	root
AT2G17630	root
AT2G17720	root
AT2G17850	root
AT2G18210	root
AT2G18360	root
AT2G18450	root
AT2G18980	root
AT2G19080	root
AT2G19580	root
AT2G19990	root
AT2G20370	root
AT2G20515	root
AT2G21550	root
AT2G22170	root
AT2G22470	root
AT2G22510	root
AT2G22780	root
AT2G22840	root
AT2G23540	root
AT2G23620	root
AT2G23770	root
AT2G24170	root
AT2G24200	root
AT2G24400	root
AT2G25160	root
AT2G25240	root
AT2G25810	root
AT2G25980	root
AT2G26290	root
AT2G26420	root
AT2G26660	root
AT2G27370	root
AT2G27550	root
AT2G27900	root
AT2G29490	root
AT2G29620	root
AT2G29995	root
AT2G30210	root
AT2G30340	root
AT2G30840	root
AT2G31085	root
AT2G31390	root
AT2G31410	root
AT2G31710	root
AT2G32270	root
AT2G32380	root
AT2G32610	root
AT2G33630	root
AT2G34080	root
AT2G34330	root
AT2G34500	root
AT2G34910	root
AT2G34940	root
AT2G35270	root
AT2G35770	root
AT2G35790	root
AT2G35980	root
AT2G36210	root
AT2G36290	root
AT2G36380	root
AT2G36530	root
AT2G37250	root
AT2G37440	root
AT2G38750	root
AT2G38840	root
AT2G39020	root
AT2G39040	root
AT2G39180	root
AT2G39310	root
AT2G39380	root
AT2G39430	root
AT2G39530	root
AT2G39940	root
AT2G40970	root
AT2G41480	root
AT2G41660	root
AT2G41800	root
AT2G41810	root
AT2G41840	root
AT2G41970	root
AT2G42060	root
AT2G42310	root
AT2G42350	root
AT2G42850	root
AT2G42910	root
AT2G43480	root
AT2G43535	root
AT2G43590	root
AT2G43600	root
AT2G43880	root
AT2G43890	root
AT2G44010	root
AT2G44080	root
AT2G44620	root
AT2G44790	root
AT2G44940	root
AT2G45160	root
AT2G45210	root
AT2G45430	root
AT2G45750	root
AT2G46520	root
AT2G46940	root
AT2G47320	root
AT2G47420	root
AT2G47520	root
AT2G47540	root
AT2G47550	root
AT2G48130	root
AT3G01190	root
AT3G01260	root
AT3G01280	root
AT3G01420	root
AT3G01720	root
AT3G01730	root
AT3G01900	root
AT3G01970	root
AT3G02080	root
AT3G02580	root
AT3G02780	root
AT3G02885	root
AT3G03670	root
AT3G03680	root
AT3G04570	root
AT3G05490	root
AT3G05920	root
AT3G06050	root
AT3G06390	root
AT3G06460	root
AT3G06810	root
AT3G07070	root
AT3G07480	root
AT3G09490	root
AT3G10050	root
AT3G10220	root
AT3G10470	root
AT3G11250	root
AT3G11340	root
AT3G11430	root
AT3G11550	root
AT3G11770	root
AT3G12030	root
AT3G12090	root
AT3G12180	root
AT3G12260	root
AT3G12830	root
AT3G13310	root
AT3G13610	root
AT3G15240	root
AT3G15300	root
AT3G16440	root
AT3G16690	root
AT3G17780	root
AT3G18400	root
AT3G19320	root
AT3G20000	root
AT3G20015	root
AT3G20160	root
AT3G20370	root
AT3G20390	root
AT3G21770	root
AT3G23150	root
AT3G23620	root
AT3G23630	root
AT3G23690	root
AT3G24210	root
AT3G24240	root
AT3G24310	root
AT3G25120	root
AT3G25545	root
AT3G25640	root
AT3G25710	root
AT3G25930	root
AT3G26330	root
AT3G26460	root
AT3G26770	root
AT3G27170	root
AT3G27190	root
AT3G27240	root
AT3G27300	root
AT3G27880	root
AT3G28950	root
AT3G29970	root
AT3G30260	root
AT3G43190	root
AT3G43600	root
AT3G43810	root
AT3G44190	root
AT3G44320	root
AT3G44510	root
AT3G44990	root
AT3G45410	root
AT3G45680	root
AT3G46270	root
AT3G47400	root
AT3G47420	root
AT3G47520	root
AT3G47980	root
AT3G47980	root
AT3G48680	root
AT3G49080	root
AT3G49190	root
AT3G49310	root
AT3G49840	root
AT3G49910	root
AT3G50300	root
AT3G51440	root
AT3G51460	root
AT3G51520	root
AT3G51540	root
AT3G51610	root
AT3G51680	root
AT3G52580	root
AT3G53150	root
AT3G53480	root
AT3G53510	root
AT3G54250	root
AT3G54640	root
AT3G54770	root
AT3G55150	root
AT3G57010	root
AT3G58120	root
AT3G58190	root
AT3G59220	root
AT3G59340	root
AT3G59850	root
AT3G60270	root
AT3G60490	root
AT3G60550	root
AT3G61410	root
AT3G61990	root
AT3G62270	root
AT3G62360	root
AT3G62680	root
AT3G62760	root
AT3G63360	root
AT3G63470	root
AT4G00710	root
AT4G01630	root
AT4G01700	root
AT4G01890	root
AT4G02860	root
AT4G03960	root
AT4G07960	root
AT4G08620	root
AT4G08770	root
AT4G08780	root
AT4G10350	root
AT4G11190	root
AT4G11290	root
AT4G11600	root
AT4G11650	root
AT4G12390	root
AT4G12650	root
AT4G13580	root
AT4G13660	root
AT4G13720	root
AT4G13940	root
AT4G14000	root
AT4G14060	root
AT4G14420	root
AT4G14465	root
AT4G14550	root
AT4G14630	root
AT4G14640	root
AT4G14750	root
AT4G15290	root
AT4G15390	root
AT4G15500	root
AT4G16260	root
AT4G16350	root
AT4G16400	root
AT4G17030	root
AT4G17280	root
AT4G17790	root
AT4G17800	root
AT4G17870	root
AT4G18510	root
AT4G18610	root
AT4G19810	root
AT4G20000	root
AT4G20110	root
AT4G20390	root
AT4G20440	root
AT4G21230	root
AT4G22010	root
AT4G22340	root
AT4G22930	root
AT4G23510	root
AT4G23650	root
AT4G24760	root
AT4G25250	root
AT4G25260	root
AT4G25410	root
AT4G25560	root
AT4G25760	root
AT4G25790	root
AT4G26060	root
AT4G26320	root
AT4G26910	root
AT4G27270	root
AT4G27290	root
AT4G27320	root
AT4G28050	root
AT4G28200	root
AT4G28650	root
AT4G28890	root
AT4G29130	root
AT4G29690	root
AT4G29740	root
AT4G30140	root
AT4G30170	root
AT4G30290	root
AT4G31590	root
AT4G31875	root
AT4G31910	root
AT4G31920	root
AT4G32390	root
AT4G32860	root
AT4G33090	root
AT4G33420	root
AT4G33720	root
AT4G34200	root
AT4G34260	root
AT4G34880	root
AT4G35260	root
AT4G35380	root
AT4G35490	root
AT4G36220	root
AT4G36420	root
AT4G37160	root
AT4G37340	root
AT4G37410	root
AT4G37660	root
AT4G37940	root
AT4G38410	root
AT4G38550	root
AT4G38680	root
AT4G38800	root
AT4G38830	root
AT4G39030	root
AT4G39260	root
AT4G39390	root
AT4G39660	root
AT4G39675	root
AT4G39980	root
AT4G40080	root
AT4G40090	root
AT5G01490	root
AT5G01500	root
AT5G01830	root
AT5G02000	root
AT5G03540	root
AT5G03630	root
AT5G04120	root
AT5G04200	root
AT5G04970	root
AT5G05000	root
AT5G05160	root
AT5G05440	root
AT5G05460	root
AT5G05500	root
AT5G06200	root
AT5G06360	root
AT5G06740	root
AT5G07040	root
AT5G07150	root
AT5G07870	root
AT5G07960	root
AT5G09290	root
AT5G09520	root
AT5G09980	root
AT5G10040	root
AT5G10130	root
AT5G10720	root
AT5G10820	root
AT5G10830	root
AT5G10920	root
AT5G11040	root
AT5G12200	root
AT5G12850	root
AT5G12880	root
AT5G13500	root
AT5G13580	root
AT5G13870	root
AT5G13900	root
AT5G13910	root
AT5G14020	root
AT5G14150	root
AT5G15130	root
AT5G15150	root
AT5G17820	root
AT5G18120	root
AT5G18680	root
AT5G19050	root
AT5G19100	root
AT5G19110	root
AT5G19200	root
AT5G19340	root
AT5G19520	root
AT5G19550	root
AT5G19690	root
AT5G19890	root
AT5G20090	root
AT5G20150	root
AT5G20400	root
AT5G20990	root
AT5G22410	root
AT5G22890	root
AT5G23140	root
AT5G23300	root
AT5G24070	root
AT5G24090	root
AT5G24100	root
AT5G24140	root
AT5G25160	root
AT5G26080	root
AT5G26310	root
AT5G26780	root
AT5G27380	root
AT5G27700	root
AT5G35580	root
AT5G35940	root
AT5G38020	root
AT5G38530	root
AT5G39320	root
AT5G39340	root
AT5G39970	root
AT5G40510	root
AT5G43360	root
AT5G43380	root
AT5G43520	root
AT5G43890	root
AT5G44610	root
AT5G45210	root
AT5G45590	root
AT5G46230	root
AT5G46790	root
AT5G47930	root
AT5G47950	root
AT5G47990	root
AT5G48000	root
AT5G48010	root
AT5G48070	root
AT5G48430	root
AT5G49890	root
AT5G50760	root
AT5G51060	root
AT5G51520	root
AT5G52670	root
AT5G53110	root
AT5G53980	root
AT5G54830	root
AT5G54970	root
AT5G55170	root
AT5G56540	root
AT5G57620	root
AT5G57770	root
AT5G57980	root
AT5G58220	root
AT5G58690	root
AT5G58784	root
AT5G58860	root
AT5G59070	root
AT5G59520	root
AT5G59530	root
AT5G60280	root
AT5G60730	root
AT5G60890	root
AT5G61170	root
AT5G61510	root
AT5G61550	root
AT5G62180	root
AT5G62190	root
AT5G63560	root
AT5G63590	root
AT5G63680	root
AT5G64000	root
AT5G64100	root
AT5G64110	root
AT5G65040	root
AT5G66280	root
AT5G66920	root
AT5G67400	root
AT5G67590	root
AT5G40610	seed.all
AT5G35770	seed.all
AT5G52640	seed.all
AT2G36640	seed.all
AT4G25730	seed.all
AT2G39140	seed.all
AT4G29650	seed.all
AT1G71170	seed.all
AT3G51560	seed.all
AT3G60730	seed.all
AT1G26840	seed.all
AT4G29140	seed.all
AT2G05910	seed.all
AT3G47120	seed.all
AT2G17650	seed.all
AT3G53040	seed.all
AT3G27550	seed.all
AT5G04500	seed.all
AT5G10230	seed.all
AT1G65590	seed.all
AT5G47150	seed.all
AT5G38400	seed.all
AT1G68790	seed.all
AT1G21140	seed.all
AT1G69190	seed.all
AT3G04360	seed.all
AT5G58180	seed.all
AT2G27760	seed.all
AT2G13810	seed.all
AT2G21440	seed.all
AT2G18880	seed.all
AT3G58660	seed.all
AT3G48950	seed.all
AT1G56570	seed.all
AT5G05250	seed.all
AT1G11070	seed.all
AT4G19600	seed.all
AT5G48570	seed.all
AT3G13350	seed.all
AT3G28730	seed.all
AT1G11630	seed.all
AT5G27000	seed.all
AT5G01820	seed.all
AT3G18640	seed.all
AT4G17860	seed.all
AT4G21020	seed.all
AT1G73440	seed.all
AT5G62110	seed.all
AT4G10020	seed.all
AT5G40490	seed.all
AT5G60250	seed.all
AT3G01770	seed.all
AT3G29810	seed.all
AT5G46280	seed.all
AT1G26300	seed.all
AT1G72440	seed.all
AT2G26050	seed.all
AT5G53150	seed.all
AT5G47090	seed.all
AT5G20300	seed.all
AT5G07990	seed.all
AT1G71210	seed.all
AT2G32630	seed.all
AT2G24440	seed.all
AT3G47990	seed.all
AT5G47400	seed.all
AT2G42560	seed.all
AT2G28050	seed.all
AT4G27370	seed.all
AT2G24950	seed.all
AT5G35910	seed.all
AT1G74250	seed.all
AT1G47970	seed.all
AT3G50990	seed.all
AT5G53000	seed.all
AT4G29580	seed.all
AT3G18610	seed.all
AT3G29310	seed.all
AT2G23640	seed.all
AT1G10320	seed.all
AT5G60220	seed.all
AT1G28300	seed.all
AT2G23230	seed.all
AT2G37420	seed.all
AT1G31760	seed.all
AT1G32560	seed.all
AT3G21410	seed.all
AT3G24480	seed.all
AT3G48510	seed.all
AT5G27200	seed.all
AT1G68340	seed.all
AT1G50300	seed.all
AT5G20420	seed.all
AT1G08600	seed.all
AT1G74310	seed.all
AT2G23240	seed.all
AT4G28610	seed.all
AT5G46540	seed.all
AT2G42040	seed.all
AT4G09610	seed.all
AT5G57610	seed.all
AT1G80580	seed.all
AT3G57250	seed.all
AT1G63100	seed.all
AT3G53380	seed.all
AT5G44700	seed.all
AT5G48840	seed.all
AT1G11900	seed.all
AT2G25720	seed.all
AT3G06010	seed.all
AT4G14290	seed.all
AT3G25400	seed.all
AT1G08580	seed.all
AT3G16650	seed.all
AT2G22270	seed.all
AT1G04310	seed.all
AT2G17750	seed.all
AT4G36700	seed.all
AT4G16630	seed.all
AT4G31520	seed.all
AT2G23510	seed.all
AT4G21480	seed.all
AT3G49530	seed.all
AT1G54110	seed.all
AT5G09640	seed.all
AT5G63750	seed.all
AT4G15755	seed.all
AT4G10620	seed.all
AT3G18180	seed.all
AT4G28700	seed.all
AT1G18950	seed.all
AT4G16660	seed.all
AT4G21080	seed.all
AT5G50780	seed.all
AT2G33610	seed.all
AT5G40430	seed.all
AT2G35340	seed.all
AT3G16960	seed.all
AT2G27285	seed.all
AT5G42400	seed.all
AT4G39235	seed.all
AT5G44080	seed.all
AT5G41770	seed.all
AT1G12030	seed.all
AT5G11220	seed.all
AT2G40240	seed.all
AT1G79470	seed.all
AT5G06460	seed.all
AT1G26540	seed.all
AT5G42910	seed.all
AT1G72390	seed.all
AT5G24316	seed.all
AT5G36210	seed.all
AT1G15830	seed.all
AT4G36810	seed.all
AT3G18035	seed.all
AT3G25210	seed.all
AT5G27750	seed.all
AT1G78710	seed.all
AT1G16800	seed.all
AT2G36560	seed.all
AT1G11240	seed.all
AT1G64290	seed.all
AT5G50390	seed.all
AT2G02230	seed.all
AT5G48650	seed.all
AT2G44470	seed.all
AT1G02580	seed.all
AT5G04540	seed.all
AT4G29570	seed.all
AT2G14690	seed.all
AT5G24710	seed.all
AT4G30110	seed.all
AT4G02480	seed.all
AT2G43660	seed.all
AT5G27460	seed.all
AT1G09500	seed.all
AT3G50080	seed.all
AT3G51940	seed.all
AT4G13090	seed.all
AT5G46040	seed.all
AT3G09140	seed.all
AT1G16770	seed.all
AT1G71250	seed.all
AT1G20735	seed.all
AT3G03440	seed.all
AT4G25020	seed.all
AT5G23910	seed.all
AT5G48100	seed.all
AT5G48180	seed.all
AT5G27630	seed.all
AT4G17520	seed.all
AT5G13600	seed.all
AT1G28060	seed.all
AT1G26620	seed.all
AT4G03180	seed.all
AT3G15990	seed.all
AT3G53280	seed.all
AT3G43630	seed.all
AT5G60930	seed.all
AT1G26210	seed.all
AT1G20680	seed.all
AT3G54170	seed.all
AT3G06570	seed.all
AT1G65240	seed.all
AT4G16460	seed.all
AT1G48010	seed.all
AT1G20220	seed.all
AT3G43210	seed.all
AT5G07160	seed.all
AT3G27660	seed.all
AT2G15010	seed.all
AT3G49300	seed.all
AT1G61240	seed.all
AT4G00770	seed.all
AT1G12530	seed.all
AT1G13790	seed.all
AT1G29962	seed.all
AT1G09550	seed.all
AT1G33970	seed.all
AT5G23650	seed.all
AT5G53220	seed.all
AT2G17030	seed.all
AT5G25060	seed.all
AT1G77240	seed.all
AT3G50980	seed.all
AT1G16030	seed.all
AT5G40140	seed.all
AT1G08260	seed.all
AT1G26760	seed.all
AT1G08630	seed.all
AT1G15530	seed.all
